date,factor,quantile,forward_return
2022-12-23,turnover_proxy_20d,4,0.08751810154705703
2022-12-23,turnover_proxy_20d,5,0.10002713865800189
2023-01-30,turnover_proxy_20d,1,0.025267797799157915
2023-01-30,turnover_proxy_20d,2,0.007890420843151384
2023-01-30,turnover_proxy_20d,3,-0.02186229767050345
2023-01-30,turnover_proxy_20d,4,-0.014928796335062229
2023-01-30,turnover_proxy_20d,5,-0.06393598098231185
2023-02-27,turnover_proxy_20d,1,0.00988070965054284
2023-02-27,turnover_proxy_20d,2,-9.596615573279436e-05
2023-02-27,turnover_proxy_20d,3,-0.0136421301477501
2023-02-27,turnover_proxy_20d,4,0.008940826053040304
2023-02-27,turnover_proxy_20d,5,0.019703576445944084
2023-03-27,turnover_proxy_20d,1,-0.01331360977584169
2023-03-27,turnover_proxy_20d,2,-0.04201996992763898
2023-03-27,turnover_proxy_20d,3,-0.042912964587452904
2023-03-27,turnover_proxy_20d,4,-0.022044386245436306
2023-03-27,turnover_proxy_20d,5,0.02953760453456774
2023-04-25,turnover_proxy_20d,1,-0.011256303452144763
2023-04-25,turnover_proxy_20d,2,-0.00642949858777692
2023-04-25,turnover_proxy_20d,3,-0.016314347043046594
2023-04-25,turnover_proxy_20d,4,-0.03351239722288524
2023-04-25,turnover_proxy_20d,5,-0.05590641793319149
2023-05-26,turnover_proxy_20d,1,0.007424449303327981
2023-05-26,turnover_proxy_20d,2,-0.00524375775149905
2023-05-26,turnover_proxy_20d,3,-0.007821078564150761
2023-05-26,turnover_proxy_20d,4,-0.003451627651107993
2023-05-26,turnover_proxy_20d,5,0.03939317983879479
2023-06-27,turnover_proxy_20d,1,0.046176561305394624
2023-06-27,turnover_proxy_20d,2,0.048134941992356566
2023-06-27,turnover_proxy_20d,3,0.03397014149567072
2023-06-27,turnover_proxy_20d,4,0.015334738616275132
2023-06-27,turnover_proxy_20d,5,-0.0022652718706450805
2023-07-25,turnover_proxy_20d,1,-0.012836769916251742
2023-07-25,turnover_proxy_20d,2,-0.0456750798016641
2023-07-25,turnover_proxy_20d,3,-0.03976857033771913
2023-07-25,turnover_proxy_20d,4,-0.039499228824561174
2023-07-25,turnover_proxy_20d,5,-0.06544574472764589
2023-08-22,turnover_proxy_20d,1,-0.00924176087399106
2023-08-22,turnover_proxy_20d,2,-0.0028156435989939886
2023-08-22,turnover_proxy_20d,3,-0.015821068303531978
2023-08-22,turnover_proxy_20d,4,-0.018205125895775755
2023-08-22,turnover_proxy_20d,5,-0.03472135771290092
2023-09-19,turnover_proxy_20d,1,-0.055807621485511216
2023-09-19,turnover_proxy_20d,2,-0.05897178154203041
2023-09-19,turnover_proxy_20d,3,-0.05022517012833028
2023-09-19,turnover_proxy_20d,4,-0.055113430231953676
2023-09-19,turnover_proxy_20d,5,-0.05632176313232239
2023-10-25,turnover_proxy_20d,1,0.009153666587763336
2023-10-25,turnover_proxy_20d,2,0.02417946149549077
2023-10-25,turnover_proxy_20d,3,0.013558026146729452
2023-10-25,turnover_proxy_20d,4,0.011127811228167507
2023-10-25,turnover_proxy_20d,5,0.023853281211646447
2023-11-22,turnover_proxy_20d,1,-0.07181684395776268
2023-11-22,turnover_proxy_20d,2,-0.06734696603303061
2023-11-22,turnover_proxy_20d,3,-0.0660904924336242
2023-11-22,turnover_proxy_20d,4,-0.0790848100794889
2023-11-22,turnover_proxy_20d,5,-0.06895590920183675
2023-12-20,turnover_proxy_20d,1,0.0035427692626760314
2023-12-20,turnover_proxy_20d,2,-0.003152511106880492
2023-12-20,turnover_proxy_20d,3,0.010964818521527357
2023-12-20,turnover_proxy_20d,4,-0.013192124918848018
2023-12-20,turnover_proxy_20d,5,-0.03272256428699365
2024-01-18,turnover_proxy_20d,1,0.04245775933991786
2024-01-18,turnover_proxy_20d,2,0.0684407350436795
2024-01-18,turnover_proxy_20d,3,0.04821413639898119
2024-01-18,turnover_proxy_20d,4,0.055488013439371105
2024-01-18,turnover_proxy_20d,5,0.03199149038686191
2024-02-23,turnover_proxy_20d,1,0.016069926469635742
2024-02-23,turnover_proxy_20d,2,0.022653873741324
2024-02-23,turnover_proxy_20d,3,0.004559225967547137
2024-02-23,turnover_proxy_20d,4,0.032296870671484346
2024-02-23,turnover_proxy_20d,5,0.032077742051291026
2024-03-22,turnover_proxy_20d,1,0.0006780705472209177
2024-03-22,turnover_proxy_20d,2,-0.005024736157783424
2024-03-22,turnover_proxy_20d,3,-0.01856402313049052
2024-03-22,turnover_proxy_20d,4,-0.04124926264204339
2024-03-22,turnover_proxy_20d,5,-0.05767276209736399
2024-04-23,turnover_proxy_20d,1,0.05818066068182313
2024-04-23,turnover_proxy_20d,2,0.043741109062930036
2024-04-23,turnover_proxy_20d,3,0.019780354130951326
2024-04-23,turnover_proxy_20d,4,0.03402862650249012
2024-04-23,turnover_proxy_20d,5,0.030283760214463384
2024-05-24,turnover_proxy_20d,1,-0.04599834305000486
2024-05-24,turnover_proxy_20d,2,-0.0511463074474522
2024-05-24,turnover_proxy_20d,3,-0.0389946698214729
2024-05-24,turnover_proxy_20d,4,-0.023350012796912574
2024-05-24,turnover_proxy_20d,5,-0.015817319845780286
2024-06-24,turnover_proxy_20d,1,0.011811911029797919
2024-06-24,turnover_proxy_20d,2,0.007171966411316375
2024-06-24,turnover_proxy_20d,3,0.013092883218229621
2024-06-24,turnover_proxy_20d,4,0.016200986983869795
2024-06-24,turnover_proxy_20d,5,0.035872371597460026
2024-07-22,turnover_proxy_20d,1,-0.027524600214248497
2024-07-22,turnover_proxy_20d,2,-0.039713527797965754
2024-07-22,turnover_proxy_20d,3,-0.05185153971443109
2024-07-22,turnover_proxy_20d,4,-0.040413018585763544
2024-07-22,turnover_proxy_20d,5,-0.06594276687064955
2024-08-19,turnover_proxy_20d,1,-0.030578991256281444
2024-08-19,turnover_proxy_20d,2,-0.07322984097903201
2024-08-19,turnover_proxy_20d,3,-0.05960654677065673
2024-08-19,turnover_proxy_20d,4,-0.058151923426677764
2024-08-19,turnover_proxy_20d,5,-0.05835196279633905
2024-09-18,turnover_proxy_20d,1,0.2665377403735979
2024-09-18,turnover_proxy_20d,2,0.24754302392892455
2024-09-18,turnover_proxy_20d,3,0.3070899150325972
2024-09-18,turnover_proxy_20d,4,0.28224421715578346
2024-09-18,turnover_proxy_20d,5,0.2946454382760847
2024-10-23,turnover_proxy_20d,1,0.029858395041878504
2024-10-23,turnover_proxy_20d,2,0.024778490385464185
2024-10-23,turnover_proxy_20d,3,0.019555954040990774
2024-10-23,turnover_proxy_20d,4,0.0013334974664393762
2024-10-23,turnover_proxy_20d,5,0.020217858117208626
2024-11-20,turnover_proxy_20d,1,0.0018735655292690648
2024-11-20,turnover_proxy_20d,2,-0.027323305717281716
2024-11-20,turnover_proxy_20d,3,-0.013224256903202641
2024-11-20,turnover_proxy_20d,4,-0.020012798820091087
2024-11-20,turnover_proxy_20d,5,-0.03033413045853516
2024-12-18,turnover_proxy_20d,1,-0.04762989866928839
2024-12-18,turnover_proxy_20d,2,-0.035484632356025975
2024-12-18,turnover_proxy_20d,3,-0.05234632112772258
2024-12-18,turnover_proxy_20d,4,-0.046825236569883646
2024-12-18,turnover_proxy_20d,5,-0.02514383466587072
2025-01-16,turnover_proxy_20d,1,0.007939376118361503
2025-01-16,turnover_proxy_20d,2,0.030736982504367388
2025-01-16,turnover_proxy_20d,3,0.03276070903844195
2025-01-16,turnover_proxy_20d,4,0.0594747055750162
2025-01-16,turnover_proxy_20d,5,0.10824856047322488
2025-02-21,turnover_proxy_20d,1,0.009157576474761878
2025-02-21,turnover_proxy_20d,2,0.021275131978756356
2025-02-21,turnover_proxy_20d,3,-0.0013458362194794342
2025-02-21,turnover_proxy_20d,4,-0.008676403253102144
2025-02-21,turnover_proxy_20d,5,-0.07831796954032606
2025-03-21,turnover_proxy_20d,1,-0.014493691910180129
2025-03-21,turnover_proxy_20d,2,-0.024668305057822474
2025-03-21,turnover_proxy_20d,3,-0.036636136099694884
2025-03-21,turnover_proxy_20d,4,-0.05125887370977906
2025-03-21,turnover_proxy_20d,5,-0.061853896215667704
2025-04-21,turnover_proxy_20d,1,0.017865593651875813
2025-04-21,turnover_proxy_20d,2,0.00924934916004778
2025-04-21,turnover_proxy_20d,3,0.028738732540739543
2025-04-21,turnover_proxy_20d,4,0.02878290743372546
2025-04-21,turnover_proxy_20d,5,0.02704796693376327
2025-05-22,turnover_proxy_20d,1,-0.028971304009673318
2025-05-22,turnover_proxy_20d,2,-0.01635258377167762
2025-05-22,turnover_proxy_20d,3,-0.005349979767430924
2025-05-22,turnover_proxy_20d,4,-0.0010234848021533202
2025-05-22,turnover_proxy_20d,5,0.01613550022827629
2025-06-20,turnover_proxy_20d,1,0.05503275546364202
2025-06-20,turnover_proxy_20d,2,0.04808192288642308
2025-06-20,turnover_proxy_20d,3,0.06994921909795015
2025-06-20,turnover_proxy_20d,4,0.06604402544575905
2025-06-20,turnover_proxy_20d,5,0.10658491045205891
2025-07-18,turnover_proxy_20d,1,0.020863399239455536
2025-07-18,turnover_proxy_20d,2,0.042764201575626375
2025-07-18,turnover_proxy_20d,3,0.03859441787831567
2025-07-18,turnover_proxy_20d,4,0.038524841541235005
2025-07-18,turnover_proxy_20d,5,0.07800866929711933
2025-08-15,turnover_proxy_20d,1,0.04918553260647518
2025-08-15,turnover_proxy_20d,2,0.041503648332338564
2025-08-15,turnover_proxy_20d,3,0.036058450819198125
2025-08-15,turnover_proxy_20d,4,0.06208355862918279
2025-08-15,turnover_proxy_20d,5,0.16178371534770372
2025-09-12,turnover_proxy_20d,1,0.0073171922840541415
2025-09-12,turnover_proxy_20d,2,0.0002986805196381226
2025-09-12,turnover_proxy_20d,3,-0.003408258605119451
2025-09-12,turnover_proxy_20d,4,0.0078102584889575945
2025-09-12,turnover_proxy_20d,5,0.015888454866387704
2025-10-20,turnover_proxy_20d,1,0.035909398317926486
2025-10-20,turnover_proxy_20d,2,0.014244375931887376
2025-10-20,turnover_proxy_20d,3,0.013223340384118426
2025-10-20,turnover_proxy_20d,4,0.00916025000955076
2025-10-20,turnover_proxy_20d,5,0.00964735660817798
2025-11-17,turnover_proxy_20d,1,-0.03094480639329921
2025-11-17,turnover_proxy_20d,2,-0.02746967319104021
2025-11-17,turnover_proxy_20d,3,-0.033516638725798215
2025-11-17,turnover_proxy_20d,4,-0.012910754904262921
2025-11-17,turnover_proxy_20d,5,-0.019270492240610185
2025-12-15,turnover_proxy_20d,1,0.018500930966945037
2025-12-15,turnover_proxy_20d,2,0.05255779100841742
2025-12-15,turnover_proxy_20d,3,0.05699507541718259
2025-12-15,turnover_proxy_20d,4,0.08956051482436525
2025-12-15,turnover_proxy_20d,5,0.10805001963903602
2026-01-14,turnover_proxy_20d,1,-0.009466115605945895
2026-01-14,turnover_proxy_20d,2,0.02717048142647862
2026-01-14,turnover_proxy_20d,3,0.022773344253877732
2026-01-14,turnover_proxy_20d,4,-0.00022752883139054436
2026-01-14,turnover_proxy_20d,5,-0.018160809993702613
2026-02-11,turnover_proxy_20d,1,-0.008728751377327707
2026-02-11,turnover_proxy_20d,2,-0.0428406979883778
2026-02-11,turnover_proxy_20d,3,-0.014652378293367673
2026-02-11,turnover_proxy_20d,4,-0.0388401943700402
2026-02-11,turnover_proxy_20d,5,-0.04063287782420887
2026-03-19,turnover_proxy_20d,1,-0.024293872568675944
2026-03-19,turnover_proxy_20d,2,-0.02127957706130054
2026-03-19,turnover_proxy_20d,3,-0.015159029281486916
2026-03-19,turnover_proxy_20d,4,0.015504041086903333
2026-03-19,turnover_proxy_20d,5,0.0614795027943542
2026-04-17,turnover_proxy_20d,1,-0.033769226366048545
2026-04-17,turnover_proxy_20d,2,-0.011036946716099985
2026-04-17,turnover_proxy_20d,3,-0.00787624751886079
2026-04-17,turnover_proxy_20d,4,0.01729706106866124
2026-04-17,turnover_proxy_20d,5,0.08896365140278645
2026-05-20,turnover_proxy_20d,1,-0.056168946828131984
2026-05-20,turnover_proxy_20d,2,-0.04986179666060595
2026-05-20,turnover_proxy_20d,3,-0.04894029086885792
2026-05-20,turnover_proxy_20d,4,-0.018758230018674608
2026-05-20,turnover_proxy_20d,5,0.04369163460370407
