date,factor,quantile,forward_return
2024-10-23,reversal_5d,5,-0.008192631617936035
2024-11-20,reversal_5d,1,0.012406861562619616
2024-11-20,reversal_5d,2,-0.016357718399766442
2024-11-20,reversal_5d,3,-0.031333318211825716
2024-11-20,reversal_5d,4,-0.03286469285144204
2024-11-20,reversal_5d,5,-0.020872058469426965
2024-12-18,reversal_5d,1,-0.013930085585674656
2024-12-18,reversal_5d,2,-0.03809790644599894
2024-12-18,reversal_5d,3,-0.052824617167028694
2024-12-18,reversal_5d,4,-0.039335988245634626
2024-12-18,reversal_5d,5,-0.0632497171030387
2025-01-16,reversal_5d,1,0.04384945926781762
2025-01-16,reversal_5d,2,0.06479544219451057
2025-01-16,reversal_5d,3,0.03876775056612418
2025-01-16,reversal_5d,4,0.026369426123522943
2025-01-16,reversal_5d,5,0.05480316953865058
2025-02-21,reversal_5d,1,-0.07748327849322854
2025-02-21,reversal_5d,2,-0.008942684587224586
2025-02-21,reversal_5d,3,-0.0073457561085446274
2025-02-21,reversal_5d,4,0.009799220276781902
2025-02-21,reversal_5d,5,0.025964999688008684
2025-03-21,reversal_5d,1,-0.027466012886597453
2025-03-21,reversal_5d,2,-0.01559094040898783
2025-03-21,reversal_5d,3,-0.02516254038730344
2025-03-21,reversal_5d,4,-0.05306209476255932
2025-03-21,reversal_5d,5,-0.06731685222588876
2025-04-21,reversal_5d,1,0.027722130307549504
2025-04-21,reversal_5d,2,0.029489688870054633
2025-04-21,reversal_5d,3,0.023538197095846654
2025-04-21,reversal_5d,4,0.01563246581864647
2025-04-21,reversal_5d,5,0.015723985801264356
2025-05-22,reversal_5d,1,-0.008093786281363464
2025-05-22,reversal_5d,2,0.0092274374415725
2025-05-22,reversal_5d,3,-0.0057577046812329466
2025-05-22,reversal_5d,4,-0.017544871867598153
2025-05-22,reversal_5d,5,-0.013392926734036824
2025-06-20,reversal_5d,1,0.07380935796534539
2025-06-20,reversal_5d,2,0.03903361496034358
2025-06-20,reversal_5d,3,0.06694189875799005
2025-06-20,reversal_5d,4,0.08156439972167476
2025-06-20,reversal_5d,5,0.08445325798030713
2025-07-18,reversal_5d,1,0.08188936846494847
2025-07-18,reversal_5d,2,0.0273299817213604
2025-07-18,reversal_5d,3,0.027665047352609776
2025-07-18,reversal_5d,4,0.022684526861898903
2025-07-18,reversal_5d,5,0.05534211614929827
2025-08-15,reversal_5d,1,0.1727265603883849
2025-08-15,reversal_5d,2,0.08581462163999615
2025-08-15,reversal_5d,3,0.05347377117370577
2025-08-15,reversal_5d,4,0.024318445225275993
2025-08-15,reversal_5d,5,0.014680860311839877
2025-09-12,reversal_5d,1,0.022377792007471912
2025-09-12,reversal_5d,2,0.006402640818850911
2025-09-12,reversal_5d,3,-0.007481670379534204
2025-09-12,reversal_5d,4,0.011599240033904541
2025-09-12,reversal_5d,5,-0.005059565123015297
2025-10-20,reversal_5d,1,0.03478495006078055
2025-10-20,reversal_5d,2,0.012562192522364509
2025-10-20,reversal_5d,3,0.034084787356056356
2025-10-20,reversal_5d,4,0.009064471532610948
2025-10-20,reversal_5d,5,-0.008184793866622986
2025-11-17,reversal_5d,1,-0.05076599135034614
2025-11-17,reversal_5d,2,-0.04195014852014804
2025-11-17,reversal_5d,3,-0.009427266987114895
2025-11-17,reversal_5d,4,-0.007101248852758768
2025-11-17,reversal_5d,5,-0.014867709744642885
2025-12-15,reversal_5d,1,0.07129443945530119
2025-12-15,reversal_5d,2,0.0436991585728743
2025-12-15,reversal_5d,3,0.026554451924728502
2025-12-15,reversal_5d,4,0.06125244392473562
2025-12-15,reversal_5d,5,0.12169819441231312
2026-01-14,reversal_5d,1,-0.012533239313106678
2026-01-14,reversal_5d,2,0.011919439532012098
2026-01-14,reversal_5d,3,-0.0003301104972698874
2026-01-14,reversal_5d,4,0.020104203379829624
2026-01-14,reversal_5d,5,0.004367585954673413
2026-02-11,reversal_5d,1,-0.008408656189628699
2026-02-11,reversal_5d,2,-0.020869962385276407
2026-02-11,reversal_5d,3,-0.02388073145687417
2026-02-11,reversal_5d,4,-0.0320301208000853
2026-02-11,reversal_5d,5,-0.06065923490751611
2026-03-19,reversal_5d,1,0.006561208564249382
2026-03-19,reversal_5d,2,-0.01013439966915395
2026-03-19,reversal_5d,3,-0.027920662722243392
2026-03-19,reversal_5d,4,-0.0022364067250985422
2026-03-19,reversal_5d,5,0.04998132552204063
2026-04-17,reversal_5d,1,0.06738055089483748
2026-04-17,reversal_5d,2,0.028349584573104415
2026-04-17,reversal_5d,3,-0.013733619443475346
2026-04-17,reversal_5d,4,-0.030350909375021926
2026-04-17,reversal_5d,5,0.0019326852209937573
2026-05-20,reversal_5d,1,0.028133938175081436
2026-05-20,reversal_5d,2,-0.029550762936609395
2026-05-20,reversal_5d,3,-0.02619821795633492
2026-05-20,reversal_5d,4,-0.054233408972752147
2026-05-20,reversal_5d,5,-0.048189178081951355
2021-03-05,volatility_20d,1,-0.0029199389004173717
2021-03-05,volatility_20d,2,-0.023579965075242945
2021-03-05,volatility_20d,3,-0.027793853612538267
2021-03-05,volatility_20d,4,-0.02992737747461482
2021-03-05,volatility_20d,5,-0.022634575781008723
2021-04-02,volatility_20d,1,-0.021369976340428233
2021-04-02,volatility_20d,2,-0.0488400286737408
2021-04-02,volatility_20d,3,-0.02073623465435554
2021-04-02,volatility_20d,4,0.0039052343222515883
2021-04-02,volatility_20d,5,0.009121310176226225
2021-05-06,volatility_20d,1,0.009363017038288934
2021-05-06,volatility_20d,2,0.030694551029988314
2021-05-06,volatility_20d,3,0.03480345900632509
2021-05-06,volatility_20d,4,0.04889432005198428
2021-05-06,volatility_20d,5,0.04800907213515622
2021-06-03,volatility_20d,1,-0.0028340233128413194
2021-06-03,volatility_20d,2,0.0010840390064331188
2021-06-03,volatility_20d,3,-0.01758899228909258
2021-06-03,volatility_20d,4,-0.003887612301629678
2021-06-03,volatility_20d,5,0.006477473798145373
2021-07-02,volatility_20d,1,-0.03782801048945566
2021-07-02,volatility_20d,2,-0.05560664234133243
2021-07-02,volatility_20d,3,-0.057233321865830016
2021-07-02,volatility_20d,4,-0.016020119391013395
2021-07-02,volatility_20d,5,0.03312707302975661
2021-07-30,volatility_20d,1,0.05837357755484444
2021-07-30,volatility_20d,2,0.05605799681216303
2021-07-30,volatility_20d,3,-0.0051560181386931265
2021-07-30,volatility_20d,4,-0.02264557452584889
2021-07-30,volatility_20d,5,0.017898330039969865
2021-08-27,volatility_20d,1,0.07668427380980083
2021-08-27,volatility_20d,2,0.045529714773538586
2021-08-27,volatility_20d,3,0.01735072860593192
2021-08-27,volatility_20d,4,0.01661288366579561
2021-08-27,volatility_20d,5,-0.022557507468325553
2021-09-28,volatility_20d,1,-0.0221288906032688
2021-09-28,volatility_20d,2,0.005054525055989554
2021-09-28,volatility_20d,3,-0.006294176553240159
2021-09-28,volatility_20d,4,-0.018029627605262565
2021-09-28,volatility_20d,5,-0.06529508328281726
2021-11-02,volatility_20d,1,-0.0037316133571810147
2021-11-02,volatility_20d,2,0.007187344398524536
2021-11-02,volatility_20d,3,0.02197765381398915
2021-11-02,volatility_20d,4,-0.004458816546214581
2021-11-02,volatility_20d,5,0.019489048109714545
2021-11-30,volatility_20d,1,0.03630076768356515
2021-11-30,volatility_20d,2,0.04199022013735246
2021-11-30,volatility_20d,3,0.06930689784175086
2021-11-30,volatility_20d,4,0.023927356108642484
2021-11-30,volatility_20d,5,0.006746480891212595
2021-12-28,volatility_20d,1,0.03273468829943062
2021-12-28,volatility_20d,2,-0.037406803877390045
2021-12-28,volatility_20d,3,-0.03509320614213164
2021-12-28,volatility_20d,4,-0.042055828764535556
2021-12-28,volatility_20d,5,-0.0278158058885232
2022-01-26,volatility_20d,1,-0.01606840092526411
2022-01-26,volatility_20d,2,-0.021426551191765238
2022-01-26,volatility_20d,3,-0.025204967419084786
2022-01-26,volatility_20d,4,-0.011035532271246802
2022-01-26,volatility_20d,5,-0.029464000762234845
2022-03-02,volatility_20d,1,-0.047115101789624005
2022-03-02,volatility_20d,2,-0.07708726463261242
2022-03-02,volatility_20d,3,-0.07892308705147677
2022-03-02,volatility_20d,4,-0.09104014156520744
2022-03-02,volatility_20d,5,-0.07630249181580905
2022-03-30,volatility_20d,1,-0.057262757811987454
2022-03-30,volatility_20d,2,-0.07005846887489821
2022-03-30,volatility_20d,3,-0.06947899470328826
2022-03-30,volatility_20d,4,-0.05235521828087732
2022-03-30,volatility_20d,5,-0.08435703952555018
2022-04-29,volatility_20d,1,0.006792808191649639
2022-04-29,volatility_20d,2,0.03179770714906234
2022-04-29,volatility_20d,3,0.02859010360848592
2022-04-29,volatility_20d,4,0.04239349957753036
2022-04-29,volatility_20d,5,0.0858835040631152
2022-06-01,volatility_20d,1,0.0640156515319545
2022-06-01,volatility_20d,2,0.07725966732372962
2022-06-01,volatility_20d,3,0.09665828938955175
2022-06-01,volatility_20d,4,0.10712482172771236
2022-06-01,volatility_20d,5,0.13892469272921296
2022-06-30,volatility_20d,1,-0.024405868285672525
2022-06-30,volatility_20d,2,-0.050071860540743134
2022-06-30,volatility_20d,3,-0.06147171321151507
2022-06-30,volatility_20d,4,-0.0438182618115475
2022-06-30,volatility_20d,5,-0.04917903011428624
2022-07-28,volatility_20d,1,-0.009786111233168944
2022-07-28,volatility_20d,2,-0.015276679174663023
2022-07-28,volatility_20d,3,-0.02192802501201451
2022-07-28,volatility_20d,4,-0.033070282754820254
2022-07-28,volatility_20d,5,-0.032343487636113034
2022-08-25,volatility_20d,1,-0.014726280249383609
2022-08-25,volatility_20d,2,-0.04476856605790687
2022-08-25,volatility_20d,3,-0.07218811778720373
2022-08-25,volatility_20d,4,-0.08364795876570695
2022-08-25,volatility_20d,5,-0.09461478083433304
2022-09-23,volatility_20d,1,-0.04168072252583851
2022-09-23,volatility_20d,2,-0.05551316166537654
2022-09-23,volatility_20d,3,-0.05677312584091007
2022-09-23,volatility_20d,4,-0.02884787677420008
2022-09-23,volatility_20d,5,-0.05800278342271915
2022-10-28,volatility_20d,1,0.07817961960384422
2022-10-28,volatility_20d,2,0.09145151616382224
2022-10-28,volatility_20d,3,0.08700708511400965
2022-10-28,volatility_20d,4,0.05532059040339242
2022-10-28,volatility_20d,5,0.03082270922965736
2022-11-25,volatility_20d,1,-0.020055491855929475
2022-11-25,volatility_20d,2,-0.024393374763788438
2022-11-25,volatility_20d,3,0.002393145434203194
2022-11-25,volatility_20d,4,0.009375567528101203
2022-11-25,volatility_20d,5,0.004061515455666811
2022-12-23,volatility_20d,1,0.08258623836964239
2022-12-23,volatility_20d,2,0.09511054829127705
2022-12-23,volatility_20d,3,0.12684717136993748
2022-12-23,volatility_20d,4,0.11972703722061465
2022-12-23,volatility_20d,5,0.09680995927330892
2023-01-30,volatility_20d,1,0.005037639003123153
2023-01-30,volatility_20d,2,0.03923526302466127
2023-01-30,volatility_20d,3,-0.022609426299955958
2023-01-30,volatility_20d,4,-0.040318575602647524
2023-01-30,volatility_20d,5,-0.04882396450032726
2023-02-27,volatility_20d,1,0.0030782569096918567
2023-02-27,volatility_20d,2,-0.02084048051446977
2023-02-27,volatility_20d,3,0.0047625152874913625
2023-02-27,volatility_20d,4,-0.02230856644956175
2023-02-27,volatility_20d,5,0.060095290612892635
2023-03-27,volatility_20d,1,-0.0010932357577138415
2023-03-27,volatility_20d,2,-0.03459820403410172
2023-03-27,volatility_20d,3,-0.030999841197594507
2023-03-27,volatility_20d,4,-0.023426566447700536
2023-03-27,volatility_20d,5,-0.0006354785646915255
2023-04-25,volatility_20d,1,0.00017316303934449088
2023-04-25,volatility_20d,2,0.0009495111330734348
2023-04-25,volatility_20d,3,-0.02884654929294717
2023-04-25,volatility_20d,4,-0.03372615768141343
2023-04-25,volatility_20d,5,-0.06196893143710233
2023-05-26,volatility_20d,1,-0.0036856131023409416
2023-05-26,volatility_20d,2,-0.015426889636838045
2023-05-26,volatility_20d,3,-0.011686772581318181
2023-05-26,volatility_20d,4,0.012006234625891676
2023-05-26,volatility_20d,5,0.049094205869970466
2023-06-27,volatility_20d,1,0.048769817416937186
2023-06-27,volatility_20d,2,0.04300039066046844
2023-06-27,volatility_20d,3,0.04784628191484899
2023-06-27,volatility_20d,4,0.024299546581072397
2023-06-27,volatility_20d,5,-0.02250000543032748
2023-07-25,volatility_20d,1,-0.006672386795932528
2023-07-25,volatility_20d,2,-0.03199183003973066
2023-07-25,volatility_20d,3,-0.051676531418362044
2023-07-25,volatility_20d,4,-0.04889985805891273
2023-07-25,volatility_20d,5,-0.06391220050630099
2023-08-22,volatility_20d,1,0.0036487085240227424
2023-08-22,volatility_20d,2,0.0024870062504939875
2023-08-22,volatility_20d,3,-0.006247432993426168
2023-08-22,volatility_20d,4,-0.026266243589057475
2023-08-22,volatility_20d,5,-0.05442699457722678
2023-09-19,volatility_20d,1,-0.04549823970760641
2023-09-19,volatility_20d,2,-0.04305621488112032
2023-09-19,volatility_20d,3,-0.06373881348245675
2023-09-19,volatility_20d,4,-0.054241844890441246
2023-09-19,volatility_20d,5,-0.06990465355852327
2023-10-25,volatility_20d,1,0.013519623984753785
2023-10-25,volatility_20d,2,0.003907439790069154
2023-10-25,volatility_20d,3,0.011281907598003394
2023-10-25,volatility_20d,4,0.02416876149048795
2023-10-25,volatility_20d,5,0.028994513806483237
2023-11-22,volatility_20d,1,-0.04613880144050515
2023-11-22,volatility_20d,2,-0.06836378258751938
2023-11-22,volatility_20d,3,-0.06850898539792746
2023-11-22,volatility_20d,4,-0.08933661071487546
2023-11-22,volatility_20d,5,-0.08094684156491566
2023-12-20,volatility_20d,1,0.018262510023882437
2023-12-20,volatility_20d,2,0.006133171811406134
2023-12-20,volatility_20d,3,-0.002816801848509113
2023-12-20,volatility_20d,4,-0.0018154381091999626
2023-12-20,volatility_20d,5,-0.054581295472084346
2024-01-18,volatility_20d,1,0.09331294305747594
2024-01-18,volatility_20d,2,0.10459780214184063
2024-01-18,volatility_20d,3,0.05953414052281822
2024-01-18,volatility_20d,4,0.026695096751765915
2024-01-18,volatility_20d,5,-0.03742087975456232
2024-02-23,volatility_20d,1,-0.009084195605280074
2024-02-23,volatility_20d,2,0.006235640500096405
2024-02-23,volatility_20d,3,0.016591228101018363
2024-02-23,volatility_20d,4,0.02979676725877332
2024-02-23,volatility_20d,5,0.06411819864667423
2024-03-22,volatility_20d,1,0.02485829925382511
2024-03-22,volatility_20d,2,0.014088152428795997
2024-03-22,volatility_20d,3,-0.006708031260070732
2024-03-22,volatility_20d,4,-0.0564010074869736
2024-03-22,volatility_20d,5,-0.09747252655153017
2024-04-23,volatility_20d,1,0.029105110345766426
2024-04-23,volatility_20d,2,0.033684931953855496
2024-04-23,volatility_20d,3,0.05996347704646176
2024-04-23,volatility_20d,4,0.03427893303744313
2024-04-23,volatility_20d,5,0.02898205820913118
2024-05-24,volatility_20d,1,-0.01603513474495401
2024-05-24,volatility_20d,2,-0.027650271100272083
2024-05-24,volatility_20d,3,-0.040164223421618316
2024-05-24,volatility_20d,4,-0.02710534953256168
2024-05-24,volatility_20d,5,-0.06435167416221674
2024-06-24,volatility_20d,1,0.0339314138269889
2024-06-24,volatility_20d,2,0.008552234846064651
2024-06-24,volatility_20d,3,0.00578695614092757
2024-06-24,volatility_20d,4,0.016543690272799515
2024-06-24,volatility_20d,5,0.019365530562922027
2024-07-22,volatility_20d,1,0.002500296781936094
2024-07-22,volatility_20d,2,-0.03470226433182303
2024-07-22,volatility_20d,3,-0.05371278368972292
2024-07-22,volatility_20d,4,-0.05995945544739484
2024-07-22,volatility_20d,5,-0.07957124649605375
2024-08-19,volatility_20d,1,-0.06681039081264932
2024-08-19,volatility_20d,2,-0.05153287259337388
2024-08-19,volatility_20d,3,-0.03205626272823667
2024-08-19,volatility_20d,4,-0.05383188714108278
2024-08-19,volatility_20d,5,-0.07568785195364433
2024-09-18,volatility_20d,1,0.21545721214882788
2024-09-18,volatility_20d,2,0.22544880356937325
2024-09-18,volatility_20d,3,0.30665666639779166
2024-09-18,volatility_20d,4,0.26543345391091266
2024-09-18,volatility_20d,5,0.385929970404909
2024-10-23,volatility_20d,1,-0.016727207708402657
2024-10-23,volatility_20d,2,0.011267197343638248
2024-10-23,volatility_20d,3,0.018628027679481022
2024-10-23,volatility_20d,4,0.04906227048045391
2024-10-23,volatility_20d,5,0.03351390725681095
2024-11-20,volatility_20d,1,0.01373967738156177
2024-11-20,volatility_20d,2,-0.014855943517724022
2024-11-20,volatility_20d,3,-0.014159257949857574
2024-11-20,volatility_20d,4,-0.03032555440696336
2024-11-20,volatility_20d,5,-0.04341984787685836
2024-12-18,volatility_20d,1,-0.02019982770658319
2024-12-18,volatility_20d,2,-0.03896477288457882
2024-12-18,volatility_20d,3,-0.05716366356810655
2024-12-18,volatility_20d,4,-0.04943958759199144
2024-12-18,volatility_20d,5,-0.04174658641718716
2025-01-16,volatility_20d,1,0.015743226860670166
2025-01-16,volatility_20d,2,-0.005854813183153538
2025-01-16,volatility_20d,3,0.03352351265166113
2025-01-16,volatility_20d,4,0.059414685552091215
2025-01-16,volatility_20d,5,0.13571494575750112
2025-02-21,volatility_20d,1,0.003980952650908541
2025-02-21,volatility_20d,2,0.006516941621758489
2025-02-21,volatility_20d,3,0.023562092263356888
2025-02-21,volatility_20d,4,0.0060098140580116645
2025-02-21,volatility_20d,5,-0.09756216901204438
2025-03-21,volatility_20d,1,0.004514272257844872
2025-03-21,volatility_20d,2,-0.03582277064649455
2025-03-21,volatility_20d,3,-0.03169915473146878
2025-03-21,volatility_20d,4,-0.04871564463385159
2025-03-21,volatility_20d,5,-0.07724884282491615
2025-04-21,volatility_20d,1,0.029340357600463336
2025-04-21,volatility_20d,2,0.012880269749486107
2025-04-21,volatility_20d,3,0.016997566413633463
2025-04-21,volatility_20d,4,0.02231581233829431
2025-04-21,volatility_20d,5,0.029954857516156216
2025-05-22,volatility_20d,1,-0.009134043069606574
2025-05-22,volatility_20d,2,-0.010512139028709804
2025-05-22,volatility_20d,3,-0.011503214500049621
2025-05-22,volatility_20d,4,-0.025694926635559796
2025-05-22,volatility_20d,5,0.021282471111266906
2025-06-20,volatility_20d,1,0.034484424418678404
2025-06-20,volatility_20d,2,0.055592797764719634
2025-06-20,volatility_20d,3,0.05212956626225937
2025-06-20,volatility_20d,4,0.08244520747219024
2025-06-20,volatility_20d,5,0.12144612652806568
2025-07-18,volatility_20d,1,0.01345019085735768
2025-07-18,volatility_20d,2,0.03979913205384506
2025-07-18,volatility_20d,3,0.02595833563999644
2025-07-18,volatility_20d,4,0.04394486476831148
2025-07-18,volatility_20d,5,0.09560300621224126
2025-08-15,volatility_20d,1,0.014554219271675179
2025-08-15,volatility_20d,2,0.02577081550424624
2025-08-15,volatility_20d,3,0.07481990463348313
2025-08-15,volatility_20d,4,0.1097450717281377
2025-08-15,volatility_20d,5,0.12690306349877525
2025-09-12,volatility_20d,1,0.0019041292911140706
2025-09-12,volatility_20d,2,0.006542771652842818
2025-09-12,volatility_20d,3,-0.00680055621736141
2025-09-12,volatility_20d,4,0.00972429317298813
2025-09-12,volatility_20d,5,0.016479151360797136
2025-10-20,volatility_20d,1,0.0162668377919592
2025-10-20,volatility_20d,2,0.012935903087128196
2025-10-20,volatility_20d,3,0.029836726875678038
2025-10-20,volatility_20d,4,0.00885928921662359
2025-10-20,volatility_20d,5,0.014562854055131337
2025-11-17,volatility_20d,1,-0.029268016857450268
2025-11-17,volatility_20d,2,-0.024798388974727244
2025-11-17,volatility_20d,3,-0.02153241290455077
2025-11-17,volatility_20d,4,-0.02491503661075143
2025-11-17,volatility_20d,5,-0.023598510107531046
2025-12-15,volatility_20d,1,-0.009195027074222394
2025-12-15,volatility_20d,2,0.027915413594266438
2025-12-15,volatility_20d,3,0.051802708256536996
2025-12-15,volatility_20d,4,0.12444656947876606
2025-12-15,volatility_20d,5,0.13078175915369583
2026-01-14,volatility_20d,1,-0.0014315796230849746
2026-01-14,volatility_20d,2,-0.010610385826987164
2026-01-14,volatility_20d,3,0.017672212276109406
2026-01-14,volatility_20d,4,0.017265973194067117
2026-01-14,volatility_20d,5,-0.0009453752532501979
2026-02-11,volatility_20d,1,-0.00022784013010957265
2026-02-11,volatility_20d,2,-0.003657772806096199
2026-02-11,volatility_20d,3,-0.062011529088182214
2026-02-11,volatility_20d,4,-0.027643205407760187
2026-02-11,volatility_20d,5,-0.05294387160108765
2026-03-19,volatility_20d,1,-0.024625528500623304
2026-03-19,volatility_20d,2,-0.037003447578485574
2026-03-19,volatility_20d,3,-0.00948994064898341
2026-03-19,volatility_20d,4,0.02657635758221404
2026-03-19,volatility_20d,5,0.06079362411567238
2026-04-17,volatility_20d,1,-0.02887376818469296
2026-04-17,volatility_20d,2,-0.03308403018046878
2026-04-17,volatility_20d,3,0.011265738729138509
2026-04-17,volatility_20d,4,0.02051763526504041
2026-04-17,volatility_20d,5,0.08375271624142117
2026-05-20,volatility_20d,1,-0.02940951778533011
2026-05-20,volatility_20d,2,-0.034630778203312146
2026-05-20,volatility_20d,3,-0.05879193238235524
2026-05-20,volatility_20d,4,-0.046159731519330185
2026-05-20,volatility_20d,5,0.038954330117761296
2021-03-05,turnover_proxy_20d,1,-0.008832819432129555
2021-03-05,turnover_proxy_20d,2,-0.020356594508896556
2021-03-05,turnover_proxy_20d,3,-0.014033392282689714
2021-03-05,turnover_proxy_20d,4,-0.033071631571304015
2021-03-05,turnover_proxy_20d,5,-0.03033061341881053
2021-04-02,turnover_proxy_20d,1,-0.02442833632576058
2021-04-02,turnover_proxy_20d,2,-0.034887167477298836
2021-04-02,turnover_proxy_20d,3,-0.04136766467467048
2021-04-02,turnover_proxy_20d,4,-0.0008559036419054866
2021-04-02,turnover_proxy_20d,5,0.02361937694958861
2021-05-06,turnover_proxy_20d,1,0.025458880726523647
2021-05-06,turnover_proxy_20d,2,0.018729555123560226
2021-05-06,turnover_proxy_20d,3,0.04021702402174658
2021-05-06,turnover_proxy_20d,4,0.032881525165461264
2021-05-06,turnover_proxy_20d,5,0.05447743422445113
2021-06-03,turnover_proxy_20d,1,0.02113677105143005
2021-06-03,turnover_proxy_20d,2,0.013864984395771884
2021-06-03,turnover_proxy_20d,3,-0.04319050932685426
2021-06-03,turnover_proxy_20d,4,0.0026559469553724935
2021-06-03,turnover_proxy_20d,5,-0.011216308174705236
2021-07-02,turnover_proxy_20d,1,-0.05935271612958217
2021-07-02,turnover_proxy_20d,2,-0.06768221154051378
2021-07-02,turnover_proxy_20d,3,-0.020066830075383582
2021-07-02,turnover_proxy_20d,4,-0.016651719464368882
2021-07-02,turnover_proxy_20d,5,0.030868210548163456
2021-07-30,turnover_proxy_20d,1,0.053423433143693425
2021-07-30,turnover_proxy_20d,2,0.0364984901963539
2021-07-30,turnover_proxy_20d,3,0.0012997379093566195
2021-07-30,turnover_proxy_20d,4,0.020714307183633138
2021-07-30,turnover_proxy_20d,5,-0.007300060756467623
2021-08-27,turnover_proxy_20d,1,0.08030158265572067
2021-08-27,turnover_proxy_20d,2,0.04399998227043557
2021-08-27,turnover_proxy_20d,3,0.029472207365329732
2021-08-27,turnover_proxy_20d,4,0.013918864408168792
2021-08-27,turnover_proxy_20d,5,-0.034072543312913366
2021-09-28,turnover_proxy_20d,1,-0.015034388403467762
2021-09-28,turnover_proxy_20d,2,-0.019930733876496555
2021-09-28,turnover_proxy_20d,3,-0.0037258700606018582
2021-09-28,turnover_proxy_20d,4,-0.042201873146982906
2021-09-28,turnover_proxy_20d,5,-0.02575758239283952
2021-11-02,turnover_proxy_20d,1,-0.00017534414471629957
2021-11-02,turnover_proxy_20d,2,0.016383668560850252
2021-11-02,turnover_proxy_20d,3,0.025216961170296773
2021-11-02,turnover_proxy_20d,4,-0.007986881346259439
2021-11-02,turnover_proxy_20d,5,0.007025212178661342
2021-11-30,turnover_proxy_20d,1,0.05045698541886541
2021-11-30,turnover_proxy_20d,2,0.031216696242904976
2021-11-30,turnover_proxy_20d,3,0.05350386895367527
2021-11-30,turnover_proxy_20d,4,0.03899530191734461
2021-11-30,turnover_proxy_20d,5,0.003907060013502929
2021-12-28,turnover_proxy_20d,1,0.023069533228529535
2021-12-28,turnover_proxy_20d,2,-0.0371403452462346
2021-12-28,turnover_proxy_20d,3,0.002101305773292114
2021-12-28,turnover_proxy_20d,4,-0.04877849564234677
2021-12-28,turnover_proxy_20d,5,-0.04822476677361468
2022-01-26,turnover_proxy_20d,1,-0.027489691525382685
2022-01-26,turnover_proxy_20d,2,-0.025618432453938973
2022-01-26,turnover_proxy_20d,3,-0.0249775238032269
2022-01-26,turnover_proxy_20d,4,-0.0031635924155279794
2022-01-26,turnover_proxy_20d,5,-0.021738706990035564
2022-03-02,turnover_proxy_20d,1,-0.06660032887359689
2022-03-02,turnover_proxy_20d,2,-0.08649299836887238
2022-03-02,turnover_proxy_20d,3,-0.07406036235554832
2022-03-02,turnover_proxy_20d,4,-0.06803613992903884
2022-03-02,turnover_proxy_20d,5,-0.07527825732767328
2022-03-30,turnover_proxy_20d,1,-0.06414003451670582
2022-03-30,turnover_proxy_20d,2,-0.05543563980406268
2022-03-30,turnover_proxy_20d,3,-0.061095743591592006
2022-03-30,turnover_proxy_20d,4,-0.07600568102798395
2022-03-30,turnover_proxy_20d,5,-0.07683538025625698
2022-04-29,turnover_proxy_20d,1,0.05593362080978569
2022-04-29,turnover_proxy_20d,2,0.049024175411658925
2022-04-29,turnover_proxy_20d,3,0.04069592797622185
2022-04-29,turnover_proxy_20d,4,0.016796148899457176
2022-04-29,turnover_proxy_20d,5,0.0330077494927198
2022-06-01,turnover_proxy_20d,1,0.08770875478470053
2022-06-01,turnover_proxy_20d,2,0.07623833508401995
2022-06-01,turnover_proxy_20d,3,0.09753199505607968
2022-06-01,turnover_proxy_20d,4,0.08357196108404669
2022-06-01,turnover_proxy_20d,5,0.13894796225088757
2022-06-30,turnover_proxy_20d,1,-0.03179397298349186
2022-06-30,turnover_proxy_20d,2,-0.07198776176445397
2022-06-30,turnover_proxy_20d,3,-0.031498698562856274
2022-06-30,turnover_proxy_20d,4,-0.041771681634323196
2022-06-30,turnover_proxy_20d,5,-0.05225587940130251
2022-07-28,turnover_proxy_20d,1,-0.019719864174125
2022-07-28,turnover_proxy_20d,2,-0.025330944526461598
2022-07-28,turnover_proxy_20d,3,-0.025324173340041542
2022-07-28,turnover_proxy_20d,4,-0.004666914286908181
2022-07-28,turnover_proxy_20d,5,-0.03736268948324344
2022-08-25,turnover_proxy_20d,1,-0.03423711551201479
2022-08-25,turnover_proxy_20d,2,-0.04221366848446378
2022-08-25,turnover_proxy_20d,3,-0.06181887554971314
2022-08-25,turnover_proxy_20d,4,-0.07936772416069532
2022-08-25,turnover_proxy_20d,5,-0.09230831998764717
2022-09-23,turnover_proxy_20d,1,-0.028658955125087784
2022-09-23,turnover_proxy_20d,2,-0.032588164039153766
2022-09-23,turnover_proxy_20d,3,-0.027386258070356613
2022-09-23,turnover_proxy_20d,4,-0.056195853230018085
2022-09-23,turnover_proxy_20d,5,-0.09598843976442809
2022-10-28,turnover_proxy_20d,1,0.082681037811146
2022-10-28,turnover_proxy_20d,2,0.07297441474862289
2022-10-28,turnover_proxy_20d,3,0.09324294208779427
2022-10-28,turnover_proxy_20d,4,0.05074978550613376
2022-10-28,turnover_proxy_20d,5,0.04313334036102899
2022-11-25,turnover_proxy_20d,1,-0.01457488459438948
2022-11-25,turnover_proxy_20d,2,-0.002387275170315221
2022-11-25,turnover_proxy_20d,3,0.0037801564048968598
2022-11-25,turnover_proxy_20d,4,-0.022601497372747536
2022-11-25,turnover_proxy_20d,5,0.007164862530808674
2022-12-23,turnover_proxy_20d,1,0.12635755891292288
2022-12-23,turnover_proxy_20d,2,0.10207615958172438
2022-12-23,turnover_proxy_20d,3,0.10510199582507428
