factor,low_quantile_return,high_quantile_return,top_bottom_spread
momentum_20d,0.001019032197086369,0.002424460477821525,0.0014054282807351563
reversal_5d,0.006218509030642238,0.0019172842405422198,-0.004301224790100019
turnover_proxy_20d,0.006708343549027491,0.005700643938935777,-0.001007699610091714
volatility_20d,0.006228755976473135,0.005179022122114372,-0.0010497338543587632
