observation_count,portfolio_total_return,benchmark_total_return,excess_total_return,portfolio_annualized_return,benchmark_annualized_return,portfolio_annualized_volatility,portfolio_max_drawdown,mean_turnover
63,0.47794943588737127,0.21202294619276607,0.2659264896946052,0.07724902510376186,0.03730584976177753,0.2603617393860109,-0.5394178671772081,0.8396825396825397
